13690,72000,1.0,taxon
17611,676599,1.0,taxon
8045,2917965,1.0,taxon
10849,169430,0.99999124,taxon
11831,2745518,0.9999883,taxon
6604,28116,0.99996465,taxon
7890,2419774,0.9992914,taxon
11084,1534349,0.99666375,taxon
4804,550983,0.9946039,taxon
4862,1534348,0.99275166,taxon
17478,582475,0.99159193,taxon
21993,2592654,0.9871021,taxon
13376,2495582,0.98048556,taxon
4656,388459,0.9783995,taxon
22083,431061,0.9641122,taxon
15403,1869227,0.96371645,taxon
9157,1786,0.9568964,taxon
17952,2728851,0.9413266,taxon
18249,76731,0.8830255,taxon
12707,173676,0.8701914,taxon
2572,1117702,0.86828756,taxon
1352,1703345,0.86809325,taxon
5926,354355,0.8677387,taxon
10467,2569763,0.84490407,taxon
16260,1256514,0.8041478,taxon
12581,48936,0.79921377,taxon
15750,1431246,0.7805649,taxon
14839,36814,0.7753207,taxon
1206,40324,0.7594271,taxon
10225,1391222,0.75843954,taxon
19863,1799,0.75396585,taxon
19368,573,0.7427594,taxon
566,86183,0.73942465,taxon
9706,1211806,0.7073545,taxon
6578,1421,0.6962512,taxon
9713,1778672,0.684065,taxon
3145,707214,0.6819169,taxon
23243,456327,0.6782417,taxon
19397,260085,0.6723673,taxon
13930,135719,0.66853154,taxon
1743,1156355,0.6599429,taxon
16155,2792964,0.6532034,taxon
9983,75105,0.64903337,taxon
18239,1790,0.64743817,taxon
20379,2708254,0.64688945,taxon
22829,117567,0.64645743,taxon
9681,2704463,0.6462144,taxon
23305,28047,0.6325074,taxon
14044,2480810,0.63064355,taxon
9889,61646,0.6301546,taxon
15680,1851514,0.62887144,taxon
14446,185949,0.62429845,taxon
7989,994320,0.6239745,taxon
11718,759811,0.62147987,taxon
16733,640635,0.6200302,taxon
6649,49897,0.61974144,taxon
19750,56458,0.6192277,taxon
20394,661488,0.61812675,taxon
11442,2055946,0.614702,taxon
19828,83656,0.61322844,taxon
11052,563162,0.6131424,taxon
15979,2724121,0.6130014,taxon
8429,1263636,0.61128604,taxon
3482,1712516,0.60969067,taxon
542,1784,0.6066969,taxon
510,1908524,0.6049271,taxon
2112,1850238,0.6023919,taxon
1470,2306995,0.60117346,taxon
22593,1766,0.6008833,taxon
13241,36811,0.5985509,taxon
8463,28447,0.59731007,taxon
5133,1507448,0.5956657,taxon
7049,128780,0.5949567,taxon
18919,311230,0.59474534,taxon
12779,158500,0.5942577,taxon
90,386302,0.59395766,taxon
3343,2315862,0.59348905,taxon
7662,28068,0.5925607,taxon
9973,141349,0.59223074,taxon
23049,1245441,0.59221077,taxon
118,1049583,0.5920522,taxon
9353,336203,0.5920303,taxon
1942,2054280,0.5918352,taxon
14535,1141887,0.5908159,taxon
20185,453783,0.59059626,taxon
18932,1581420,0.5895426,taxon
11376,758802,0.5892904,taxon
4091,371601,0.58926845,taxon
8582,39688,0.58918685,taxon
13714,304,0.58731705,taxon
2809,1891094,0.58584607,taxon
17862,1286181,0.58452606,taxon
4402,1648404,0.58198965,taxon
21687,404366,0.58063287,taxon
21084,2682842,0.57985914,taxon
17720,2662446,0.57787323,taxon
17488,114404,0.5774432,taxon
4960,1940610,0.57712495,taxon
5037,1908205,0.57604563,taxon
20903,39687,0.5758594,taxon
5707,1453541,0.57549614,taxon
11631,2175090,0.5742657,taxon
11640,1293441,0.5739802,taxon
1993,1801,0.5730014,taxon
13024,2668039,0.57212585,taxon
6214,2839843,0.5714046,taxon
16953,1739690,0.57127315,taxon
8948,285545,0.5710385,taxon
20184,1797,0.57070166,taxon
127,59813,0.569491,taxon
4749,39694,0.56947917,taxon
15928,1509367,0.56893516,taxon
14758,225971,0.5678947,taxon
3448,2080742,0.5673869,taxon
12940,198312,0.56709284,taxon
4729,150026,0.56667733,taxon
3160,135487,0.5662436,taxon
14513,529005,0.56572217,taxon
452,1268553,0.56503886,taxon
18776,1505037,0.5639279,taxon
12510,1791,0.5638102,taxon
854,1428314,0.562893,taxon
21882,153622,0.56276107,taxon
21852,444597,0.56230366,taxon
12736,2871094,0.56210935,taxon
3690,2799499,0.56200224,taxon
20978,295089,0.5614037,taxon
8775,582686,0.56086975,taxon
462,2053930,0.56058514,taxon
7993,279828,0.56039244,taxon
23348,2742824,0.558891,taxon
14290,1652958,0.5585683,taxon
8121,331697,0.55816656,taxon
21994,1259145,0.5581154,taxon
17566,687842,0.55811137,taxon
12110,2303539,0.5561949,taxon
2265,1082345,0.55548763,taxon
20213,1285928,0.5553985,taxon
16255,2320269,0.55539614,taxon
14,1128664,0.5543963,taxon
20659,571912,0.55414885,taxon
2489,1850444,0.55413604,taxon
18442,818,0.55411375,taxon
12485,2711215,0.55326146,taxon
9405,1794,0.5530805,taxon
17520,35811,0.5528631,taxon
6709,2838697,0.55241805,taxon
6233,664640,0.5521625,taxon
11041,193384,0.55147785,taxon
22420,428990,0.5510674,taxon
6306,1795,0.5502619,taxon
14050,2728834,0.54980314,taxon
16124,359131,0.5479826,taxon
23270,2529389,0.5475105,taxon
14425,69220,0.54748976,taxon
10666,650004,0.5469065,taxon
20524,339866,0.5464576,taxon
21636,1268042,0.54596,taxon
7399,370526,0.5446224,taxon
10293,255984,0.5445892,taxon
16278,1289170,0.5442162,taxon
12896,2315236,0.54289824,taxon
13897,515949,0.5426911,taxon
13403,2795029,0.5422555,taxon
21556,2730337,0.5418607,taxon
4045,2126353,0.53981125,taxon
6467,1332080,0.53938156,taxon
12996,667019,0.5391163,taxon
891,1969409,0.53858364,taxon
8745,1458425,0.53845614,taxon
6986,1787,0.5376647,taxon
10269,59561,0.5374924,taxon
22043,2056433,0.5374748,taxon
10771,1430326,0.5365878,taxon
7342,120213,0.5362702,taxon
17144,1353891,0.5359263,taxon
19951,83617,0.5355327,taxon
15550,55969,0.5354183,taxon
480,1912599,0.53450334,taxon
2356,69370,0.53387463,taxon
18278,31963,0.5338112,taxon
23189,436515,0.53328323,taxon
14302,1272,0.53269464,taxon
5860,2771355,0.53233635,taxon
16643,2508721,0.53213656,taxon
7912,1539049,0.532125,taxon
10699,682979,0.5321087,taxon
13691,670293,0.53185594,taxon
10805,1389713,0.53163123,taxon
20354,158847,0.53104246,taxon
13919,1692,0.5310008,taxon
18333,1690245,0.53056055,taxon
16732,2530456,0.5305532,taxon
20997,1082851,0.5301584,taxon
3092,627669,0.5297551,taxon
7780,223184,0.52968854,taxon
9715,2116704,0.5296477,taxon
15112,1712872,0.5292057,taxon
1871,1735038,0.5285852,taxon
20612,385682,0.5282382,taxon
11018,2488634,0.5282297,taxon
3935,2162698,0.5282186,taxon
12241,265719,0.5275665,taxon
1874,946228,0.5274735,taxon
19374,1285192,0.52739644,taxon
16008,242163,0.52732074,taxon
7256,60552,0.52708423,taxon
4274,1679495,0.5270176,taxon
15941,1273429,0.5267721,taxon
13732,47678,0.52670556,taxon
17870,141949,0.52657735,taxon
16254,300266,0.52655756,taxon
2527,1217282,0.5264329,taxon
6401,1211136,0.52634144,taxon
2569,544645,0.5263293,taxon
16370,564117,0.52632,taxon
18590,1247510,0.526297,taxon
776,748831,0.52624446,taxon
22107,252246,0.52623785,taxon
3825,1469144,0.5262285,taxon
1178,2503024,0.5261935,taxon
5274,350893,0.5261837,taxon
23330,2320862,0.52611166,taxon
10866,1267769,0.52609706,taxon
6416,2774151,0.52609205,taxon
10305,2850323,0.52609026,taxon
19517,2589080,0.5260854,taxon
22212,361041,0.52606887,taxon
792,418750,0.52606755,taxon
4155,2840862,0.52604127,taxon
4156,1506545,0.5260407,taxon
9231,358742,0.5260396,taxon
9857,1643428,0.52603954,taxon
10724,1860086,0.52597976,taxon
19622,2558360,0.5259258,taxon
21271,1274,0.5254794,taxon
18024,28108,0.52469015,taxon
1213,242600,0.5246025,taxon
11967,185761,0.5243868,taxon
14307,2508295,0.522412,taxon
1102,2562153,0.52200854,taxon
3393,2838718,0.52110595,taxon
3987,412689,0.5161099,taxon
2000,582607,0.5157095,taxon
13641,1796613,0.51242346,taxon
15572,2057004,0.5096068,taxon
4674,2650157,0.50747573,taxon
17551,338188,0.50703764,taxon
4929,2715212,0.5063723,taxon
11837,85831,0.5060436,taxon
